episode,seed,steps,total_reward,coverage_fraction,valid_action_fraction,reward_exploration,reward_coverage,reward_collision_avoidance,reward_boundary,reward_dynamic_obstacle_avoidance,reward_uav_separation,reward_mission_completion,reward_energy_efficiency,collisions_uav_uav,collisions_uav_static_obstacle,collisions_uav_dynamic_obstacle,collisions_uav_boundary
133,174,500,-392311.03514960443,0.45544554455445546,0.059333333333333335,1028.8599918834618,49075.898473883295,-8250.0,-276025.09000000166,-1938.0154201641178,-147701.57682496667,0.0,-8501.11137024013,334,9,1,1282
134,175,500,-172441.41144405818,0.6782178217821783,0.08933333333333333,1903.9871086893113,58378.83964507741,-30950.0,-172699.26999999981,-1262.9653134889038,-18763.11700650415,0.0,-9048.885877831573,40,32,1,791
135,176,500,-120212.99082612473,0.94,0.12333333333333334,1593.678858158005,73986.77574579844,-25550.0,-127516.96999999955,-1166.2950501140165,-32695.2178859091,0.0,-8864.962494057776,72,26,1,580
136,177,500,-199760.09459586535,0.71,0.09266666666666666,1276.0908874203747,57252.52865398731,-27650.0,-146557.09999999971,-3465.628771819369,-71654.86765063052,0.0,-8961.117714822878,160,26,3,653
137,178,500,-323193.3433203884,0.75,0.1,1210.9049862972981,69579.45446841634,-14750.0,-214682.25000000058,-1333.7817591616456,-153853.6889303863,0.0,-9363.98208555382,350,14,1,978
138,179,500,-673017.9754932536,0.1890547263681592,0.023333333333333334,468.94471791538354,27027.271364991513,-1700.0,-313133.240000002,-1159.1996148420099,-375626.14871917263,0.0,-8895.603242146144,848,2,1,1412
139,180,500,-282816.0697610358,0.4306930693069307,0.056,1049.564958402935,45326.500012798744,-4250.0,-260193.80000000066,-1044.2292957027025,-54934.85651462029,0.0,-8769.248921914124,120,2,1,1148
140,181,500,-594441.783125222,0.185,0.02266666666666667,390.76988588037364,27071.380838675715,-3050.0,-314810.110000002,-231.68096681824102,-294612.61208870594,0.0,-9199.530794253013,668,2,0,1414
141,182,500,-691129.5664344189,0.22277227722772278,0.028,861.6960354604796,25816.853739457747,-8150.0,-285697.88000000163,-1290.0708015476728,-413224.9562612504,0.0,-9445.209146539222,940,2,1,1396
142,183,500,-287588.7960815438,0.505,0.06533333333333333,1624.1490217756611,29989.41383732352,-15050.0,-152216.2999999998,-6182.966545477244,-136703.70311570104,0.0,-9049.38927946433,306,11,10,1030
143,184,500,-594958.1715625796,0.4427860696517413,0.05733333333333333,793.9432081947152,50285.46756131755,-3800.0,-288816.2400000016,-274.81422581392036,-344220.3961859923,0.0,-8926.131920285658,774,2,0,1290
144,185,500,-384277.76479566196,0.6368159203980099,0.08333333333333333,1285.150166879866,64816.123759908834,-38150.0,-249233.9400000009,-1610.023247484977,-152249.67089600346,0.0,-9135.40457896229,344,56,2,1132
145,186,500,-319779.3815764919,0.47,0.06066666666666667,1494.4531912020198,41040.81452055461,-7450.0,-218874.7700000005,-5492.899043764011,-121437.9961408578,0.0,-9058.984103626733,266,4,6,1069
146,187,500,-477122.1760642625,0.625,0.08133333333333333,1589.9394700054352,57996.3532895771,-21700.0,-212182.2500000005,-2391.451859634985,-291108.9822282411,0.0,-9325.784735968546,662,22,3,956
147,188,500,-293411.2578006206,0.645,0.084,1562.2072128311777,55514.802364560186,-15450.0,-201211.51000000036,-1852.592883211356,-123537.40537762769,0.0,-8436.759117172734,282,12,2,999
148,189,500,-482033.9893969978,0.44776119402985076,0.058,1260.5307457973302,38236.7875613178,-24200.0,-179384.30000000025,-10088.133429379483,-298375.92425960355,0.0,-9482.950015129632,676,23,15,789
149,190,500,-453132.76768176386,0.5024875621890548,0.06533333333333333,881.5263337864629,52908.453837323184,-9350.0,-265396.52000000136,-472.9524042918864,-222529.39506194126,0.0,-9173.880386640114,498,8,0,1202
150,191,500,-502017.9634781581,0.48514851485148514,0.06333333333333334,770.8439377557947,52302.05548628812,-2000.0,-279556.3800000016,-696.756333672759,-263949.45892545,0.0,-8888.267643079073,594,2,1,1255
151,192,500,-269831.3763623524,0.7241379310344828,0.096,1360.4309918923377,62719.05908888973,-11250.0,-182310.8300000001,-2035.4120675084582,-129530.82097577535,0.0,-8783.80339985034,288,9,2,802
152,193,500,-476195.7609574774,0.7562189054726368,0.09933333333333333,1211.4171557664158,68364.18035076934,-21600.0,-204173.4100000004,-3722.2381867674776,-307318.78029548377,0.0,-8956.929981761656,708,21,5,930
153,194,500,-511719.4475013942,0.4626865671641791,0.06,671.7721150622535,51131.06686098004,-5100.0,-282935.97000000125,-783.9457177330464,-265582.6218897804,0.0,-9119.748869922629,608,6,1,1264
154,195,500,-682109.7781310335,0.21782178217821782,0.027333333333333334,752.3646881005207,25734.633739457742,-46650.0,-264306.7300000014,-1622.614256448413,-386786.08933495457,0.0,-9231.342967188628,874,57,2,1305
155,196,500,-401100.38342619786,0.615,0.08,1836.0477613146043,52928.57359925461,-19500.0,-181308.79000000015,-2553.997724125553,-243773.41088763555,0.0,-8728.806175005522,552,15,3,817
156,197,500,-484442.2863347384,0.13366336633663367,0.016,226.0228544497709,21850.523913233046,-1700.0,-320666.57000000216,-293.1862180545325,-175232.36479030512,0.0,-8626.712094061688,384,2,0,1422
157,198,500,-407169.9042764922,0.19801980198019803,0.024666666666666667,566.7423817418124,27485.290595760755,-4350.0,-301001.9500000028,-243.19429906512073,-121073.36534593425,0.0,-8553.427608994993,272,3,0,1331
158,199,500,-482203.85719721136,0.5920398009950248,0.07733333333333334,1538.533337377055,50323.18618810338,-29000.0,-173802.66999999998,-2415.123547757875,-319659.17322700325,0.0,-9188.609947930532,732,35,4,790
159,200,500,-563950.2019982961,0.4019607843137255,0.05266666666666667,975.6317132337464,38564.196069331876,-9600.0,-250618.30000000107,-3240.395626570817,-331226.50769882556,0.0,-8804.826455464767,750,12,3,1264
160,201,500,-374110.6877583849,0.594059405940594,0.078,1445.9695885354074,54634.216188103324,-25950.0,-205899.9400000004,-2793.699011682893,-186647.7595508857,0.0,-8899.474972454444,424,30,2,945
161,202,500,-506884.9624444395,0.24378109452736318,0.030666666666666665,580.1669904714644,31001.48246144602,-9400.0,-295265.22000000166,-2343.0882387128445,-222952.2133858694,0.0,-8506.09027177448,500,7,2,1358
162,203,500,-488853.7941932806,0.4801980198019802,0.06266666666666666,700.6040367064014,53022.283241390134,-6150.0,-282084.95000000147,-1161.0786388658623,-244179.81746409705,0.0,-9000.835368413887,550,6,1,1264
163,204,500,-264354.06807421666,0.6584158415841584,0.08666666666666667,977.6452278239171,56887.76300955604,-15350.0,-186736.68000000025,-2790.8399396748955,-108763.35379007534,0.0,-8578.602581845806,244,17,4,839
164,205,500,-429254.7427515898,0.5422885572139303,0.07066666666666667,1041.0930031465143,56166.991340935536,-9950.0,-262568.6300000013,-1302.6879733900678,-203278.70052378473,0.0,-9362.80859849733,458,8,1,1192
165,206,500,-518651.39447213133,0.665,0.08666666666666667,1099.3162089811522,64485.923009555874,-12550.0,-246679.52000000107,-1078.7067604875244,-314794.0939598591,0.0,-9134.312970321587,714,13,1,1138
166,207,500,-421527.5921110231,0.61,0.07933333333333334,1186.3487767400022,54847.001891937485,-8700.0,-221132.59000000035,-2003.4704747449734,-236319.1708527833,0.0,-9405.711452172629,528,12,3,1043
167,208,500,-504311.89499959373,0.6417910447761194,0.084,1050.2400393430696,62770.42236456008,-5200.0,-251059.1100000012,-709.9800483107174,-302041.0406637916,0.0,-9122.42669139448,682,4,1,1151
168,209,500,-480950.63879270176,0.585,0.076,1293.4953436000671,54155.610361297986,-25900.0,-204078.85000000047,-2255.361029000531,-295224.53074660496,0.0,-8941.002721993898,672,28,3,902
169,210,500,-416004.7061307145,0.4,0.051333333333333335,1656.0521551094032,40130.70073057846,-17750.0,-251426.46000000075,-695.1226113792699,-179069.12213204856,0.0,-8850.754272974893,400,20,0,1206
170,211,500,-414420.2297700337,0.545,0.07066666666666667,1498.3213567048715,46887.271340935644,-13050.0,-211016.27000000048,-1319.035295277059,-228336.7492021035,0.0,-9083.767970293571,510,12,1,1059
171,212,500,-168626.0051598491,0.68,0.08866666666666667,1650.268109143667,52673.92884215776,-24650.0,-156399.9599999996,-1262.0356519755005,-31649.532300861098,0.0,-8988.674158313715,68,26,1,824
172,213,500,-348844.73911078693,0.5544554455445545,0.07266666666666667,1184.1393362095123,53856.035347604615,-23400.0,-226316.94000000076,-5496.42882256577,-139138.9470581758,0.0,-9532.597913858992,312,27,7,1028
173,214,500,-361735.65311359783,0.8,0.10466666666666667,1547.2560480559805,70573.32193669784,-16950.0,-192818.99000000037,-2086.53488127678,-212754.61030153284,0.0,-9246.095915541664,478,15,2,854
174,215,500,-288490.4293242003,0.6218905472636815,0.08133333333333333,2215.4868034685132,46225.43328957734,-37850.0,-125831.9399999997,-3229.42345116952,-161157.33806249412,0.0,-8862.647903582154,360,38,3,644
175,216,500,-313304.6085666415,0.38,0.048666666666666664,1667.816206341369,30264.8116412502,-9400.0,-222938.04000000076,-1276.381617449401,-102412.62791468945,0.0,-9210.186882093845,222,10,2,1209
176,217,500,-443764.9655812721,0.5422885572139303,0.07066666666666667,990.8128333865695,56229.27134093552,-9400.0,-269542.78000000154,-4118.228963200326,-208912.01520145877,0.0,-9012.025590934902,474,4,5,1271
177,218,500,-508400.2097193571,0.7213930348258707,0.09466666666666666,1076.1298848397382,69564.06845987086,-16100.0,-234476.12000000084,-2399.5871631802556,-317666.12483854353,0.0,-8398.57606234353,726,17,3,1038
178,219,500,-380056.8736046791,0.5920398009950248,0.07733333333333334,1553.4187648207137,56613.46618810326,-22900.0,-223238.03000000055,-1388.2755382656646,-181583.78192895843,0.0,-9113.67109037861,400,22,2,1015
179,220,500,-288384.16269231815,0.6138613861386139,0.08066666666666666,1821.4812669799433,43785.19488957735,-19200.0,-118006.76999999958,-1046.7863962255792,-186446.64298987188,0.0,-9290.639462777486,412,15,0,564
180,221,500,-239110.66210701014,0.7425742574257426,0.098,1577.121736219091,59331.022487402406,-33300.0,-144023.76999999973,-2560.257767959203,-111170.41075214733,0.0,-8964.367810524962,248,39,3,698
181,222,500,-891722.1620581707,0.40298507462686567,0.052,543.535452440352,47864.778508356096,-4900.0,-296573.3800000018,-133.7300052301573,-629333.2659701033,0.0,-9190.10004363402,1446,4,0,1319
182,223,500,-220927.18554776028,0.59,0.07666666666666666,936.1085383781726,60678.59375112842,-8950.0,-263923.0500000015,-937.3775656120338,0.0,0.0,-8731.460271655069,0,10,1,1171
183,224,500,-421087.16765352635,0.6716417910447762,0.088,1814.5168040438698,55407.572959804806,-26250.0,-172560.50000000006,-1515.844855087073,-268813.4261499396,0.0,-9169.486412348344,610,15,1,899
184,225,500,-223184.4251913768,0.445,0.05733333333333333,1015.4558889608022,33625.567561317854,-45450.0,-128646.21999999954,-4644.434574704296,-70304.47867041842,0.0,-8780.315396532213,156,42,6,560
185,226,500,-339025.40386192047,0.6798029556650246,0.09,1634.9976065124804,61810.1509494252,-19400.0,-207846.88000000035,-2054.5448848611027,-164618.01150729595,0.0,-8551.116025700861,376,17,3,989
186,227,500,-209650.61699293478,0.765,0.1,1265.4044714225963,66590.0144684164,-30850.0,-178008.11000000016,-415.1203651006123,-59490.71737084122,0.0,-8742.088196832074,132,37,0,782
187,228,500,-563702.1382810554,0.425,0.05466666666666667,767.3346843783041,48024.223140304704,-9050.0,-281837.3300000015,-913.2594884267004,-311806.11723418016,0.0,-8886.98938313134,702,11,1,1246
188,229,500,-272101.68500880245,0.565,0.07333333333333333,1261.2922159511795,46711.24915291446,-18950.0,-167350.97000000006,-651.9154822643343,-124164.0711985998,0.0,-8957.269696803618,282,17,0,739
189,230,500,-471818.53466400126,0.43283582089552236,0.056,700.5405800698608,49966.360012798665,-6000.0,-294418.9600000017,-756.293853744843,-212414.6858868567,0.0,-8895.495516267865,484,6,1,1329
190,231,500,-483078.67412531277,0.7164179104477612,0.094,1195.5835449130072,64484.847080560605,-11100.0,-204827.8300000004,-1678.7950063286717,-321775.20313335676,0.0,-9377.276611100797,734,9,1,915
191,232,500,-242316.31042642612,0.6188118811881188,0.08133333333333333,1835.0487321347,41243.03328957739,-22050.0,-120112.2199999997,-1933.62597961417,-132265.9943393084,0.0,-9032.552129215299,294,15,1,732
192,233,500,-510482.2615027639,0.64,0.08333333333333333,1351.2448768904706,59397.7637599089,-11800.0,-228988.37000000075,-256.7089470272885,-320964.6821005035,0.0,-9221.509092032566,726,10,0,1076
193,234,500,-429251.0249991215,0.32338308457711445,0.04133333333333333,756.8653928882846,38750.76999436974,-1750.0,-298343.4500000023,-1373.8120099818868,-158474.9123196997,0.0,-8816.486056698033,362,1,1,1371
194,235,500,-326752.62472251983,0.51,0.066,1299.3097316394505,48728.81501379389,-13200.0,-231170.0000000008,-1363.1777708610168,-121939.2436761258,0.0,-9108.328020966122,268,15,1,1057
195,236,500,-232564.49528741982,0.75,0.098,1426.227286440733,64842.80248740231,-25850.0,-181456.41000000006,-1346.033113720837,-80885.02201595115,0.0,-9296.059931590653,174,26,1,835
196,237,500,-156537.43541460572,0.8226600985221675,0.10933333333333334,1748.9528215837163,63924.22895650622,-23050.0,-119236.01999999964,-2219.173162546851,-68806.9194424227,0.0,-8898.504587725967,156,19,2,541
197,238,500,-567767.7539321923,0.48756218905472637,0.06333333333333334,731.600367271001,51959.51548628808,-2500.0,-270128.49000000156,-1384.9095264970701,-337650.78441028413,0.0,-8794.685848970099,770,1,1,1201
198,239,500,-322072.4865764846,0.8308457711442786,0.10933333333333334,1410.7543226256332,72954.82895650611,-16300.0,-187765.25000000006,-1021.1212568612073,-182242.5950015897,0.0,-9109.10359716511,420,13,1,821
199,240,500,-219419.59751655502,0.5920398009950248,0.07733333333333334,1479.0106808491532,39704.44618810358,-35850.0,-84337.38999999988,-4653.948101652667,-126782.11941046463,0.0,-8979.596873390123,288,36,7,371
200,241,500,-673185.7453140273,0.43842364532019706,0.05733333333333333,623.7228858580285,50690.28756131757,-5700.0,-289793.11000000173,-1234.834356579272,-418824.8435712839,0.0,-8946.967833338836,956,6,1,1292
